VectorColumn,LossPercentage
Vector_BERT,8.23804721550303e-05
Vector_DistilBERT,1.6032101247293928
Vector_RoBERTa,0.4805883347609452
Vector_ALBERT,1.403703316330529
Vector_T5,0.5229333636974975
